No,オーダーID,オーダー日付,日付キー,都道府県,市,地域,郵便番号,連絡先,顧客名,顧客ID,プロダクト,ライセンス,売上,品数,ディスカウント,利益
9418,関西-2018-148285,2018/10/27,20181027,京都,宇治市,関西,6110021,Amy Simpson,三越伊勢丹,1057,Support,KO6WJ6GXYF,10.368,2,0.2,3.6288
9419,関西-2018-148285,2018/10/27,20181027,京都,宇治市,関西,6110021,Amy Simpson,三越伊勢丹,1057,Support,0KJJAB1FV3,11.952,3,0.2,4.0338
9420,九州-2021-152926,2021/10/03,20211003,福岡,福岡市,九州,8100001,Kevin Mitchell,JAバンク,1035,OneView,5PHPB5V3ZF,15.224,2,0.8,-38.8212
9421,九州-2021-152926,2021/10/03,20211003,福岡,福岡市,九州,8100001,Kevin Mitchell,JAバンク,1035,OneView,PVO65UE04I,21.984,6,0.8,-56.0592
9422,関東-2018-145254,2018/07/23,20180723,東京,港区,関東,1055113,Blake Hart,日産自動車,1009,Site Analytics,JRRF0WHIJJ,604.752,6,0.2,60.4752
9423,関東-2018-145254,2018/07/23,20180723,東京,港区,関東,1055113,Blake Hart,日産自動車,1009,Support,UZRM9UEEPH,40.7,5,0,11.803
9424,関東-2018-145254,2018/07/23,20180723,東京,港区,関東,1055113,Blake Hart,日産自動車,1009,Site Analytics,BWJN1B9SYV,302.376,3,0.2,37.797
9425,関東-2018-145254,2018/07/23,20180723,東京,港区,関東,1055113,Blake Hart,日産自動車,1009,Data Smasher,TSTXB43YS0,45,3,0,4.95
9426,関西-2018-116246,2018/09/12,20180912,大阪,大阪市,関西,5300044,Caroline Gibson,りそな,1080,FinanceHub,A0FAR03EBB,3785.292,6,0.1,420.588
9427,関東-2020-160479,2020/09/16,20200916,神奈川,横浜市,関東,2200024,Ella Clarkson,JAバンク,1035,ChatBot Plugin,8UHWXJ4KD3,35.4,5,0,13.452
9428,関西-2018-167486,2018/11/27,20181127,大阪,吹田市,関西,5640027,Keith Coleman,Exxon Mobil,1034,SaaS Connector Pack,5KI7TL2BKY,199.9,5,0,39.98
9429,九州-2018-152100,2018/05/11,20180511,福岡,北九州市,九州,8080014,Evan Terry,日本包材株式会社,1088,FinanceHub,CY1YY5EYDW,1212.96,8,0.3,-69.312
9430,九州-2019-166219,2019/08/28,20190828,福岡,北九州市,九州,8070071,Trevor Clark,りそな,1080,Site Analytics,BBG663CXGT,1099.96,5,0.2,82.497
9431,九州-2019-166219,2019/08/28,20190828,福岡,北九州市,九州,8070071,Trevor Clark,りそな,1080,ContactMatcher,73M2R6RALS,103.481,1,0.3,-16.2613
9432,中部-2019-111864,2019/06/19,20190619,愛知,名古屋市,中部,4598001,Tracey Dickens,JAL,1050,FinanceHub,7E0Z9WVQH9,5.904,2,0.2,1.9926
9433,関東-2019-119627,2019/08/17,20190817,埼玉,さいたま市,関東,3300045,Natalie Sanderson,クリプラ,1002,Data Smasher,O4HDXTR1GN,30.08,2,0.2,-5.264
9434,関東-2019-119627,2019/08/17,20190817,埼玉,さいたま市,関東,3300045,Natalie Sanderson,クリプラ,1002,Support,FXOYC7DME7,36.288,7,0.2,12.7008
9435,関東-2019-119627,2019/08/17,20190817,埼玉,さいたま市,関東,3300045,Natalie Sanderson,クリプラ,1002,ChatBot Plugin,XL57C0L9AG,10.272,3,0.2,1.1556
9436,関東-2019-119627,2019/08/17,20190817,埼玉,さいたま市,関東,3300045,Natalie Sanderson,クリプラ,1002,Data Smasher,GAW22672LE,252.8,4,0.2,-31.6
9437,中部-2019-160787,2019/09/25,20190925,愛知,名古屋市,中部,4598001,Isaac Robertson,ヤマト,1052,ContactMatcher,4XIAQQRFLD,2.946,2,0.7,-2.0622
9438,関東-2021-107853,2021/05/27,20210527,東京,東村山市,関東,1890000,Lillian Duncan,NTTドコモ,1081,Support,KHY89D5QHP,12.96,2,0,6.2208
9439,中部-2021-126144,2021/08/01,20210801,愛知,名古屋市,中部,4598001,Una Mackay,Intel,1051,Site Analytics,41NXUBYQU5,285.576,4,0.4,-57.1152
9440,九州-2018-154655,2018/10/12,20181012,長崎,長崎市,九州,8500908,Trevor Metcalfe,日本通運,1098,Support,YZ1TRE0C4W,22.24,2,0.2,2.502
9441,関西-2018-100391,2018/05/25,20180525,大阪,大阪市,関西,5300002,Andrea Hunter,Alphabet,1053,Support,XHQGTE4P5V,14.62,2,0,6.7252
9442,関東-2018-165477,2018/12/29,20181229,神奈川,川崎市,関東,2108570,Frank Ferguson,Cisco Systems,1019,OneView,H8S7JNGMTN,48.36,5,0.2,6.045
9443,関西-2021-165904,2021/04/08,20210408,兵庫,神戸市,関西,6500015,Boris Baker,Phillips 66,1056,ChatBot Plugin,243WFZ996H,16.256,2,0.2,1.2192
9444,関西-2021-165904,2021/04/08,20210408,兵庫,神戸市,関西,6500015,Boris Baker,Phillips 66,1056,Site Analytics,4CM6Q9CKZW,219.184,2,0.2,19.1786
9445,九州-2019-104052,2019/03/01,20190301,福岡,福岡市,九州,8100001,Dylan Anderson,ジョンソン・エンド・ジョンソン,1073,Site Analytics,4W5EQ4F5GY,95.84,4,0.2,34.742
9446,九州-2019-168277,2019/05/29,20190529,鹿児島,奄美市,九州,8940022,Edward Oliver,SMBC,1068,FinanceHub,86LRK7MF5M,12.39,3,0,5.6994
9447,九州-2020-158617,2020/09/23,20200923,鹿児島,霧島市,九州,8994304,James Fisher,富士フィルム,1045,Support,5D0F6K1W41,35.88,6,0,16.146
9448,四国-2021-136882,2021/05/28,20210528,愛媛,松山市,四国,7918006,Gordon McLean,楽天グループ,1094,SaaS Connector Pack,181J09A1OL,477.3,5,0,138.417
9449,関西-2020-148957,2020/09/18,20200918,大阪,大阪市,関西,5300044,Michael Morgan,ユニファ,1064,FinanceHub,ADXO9CTQU9,12.32,4,0,5.9136
9450,関東-2018-140032,2018/09/08,20180908,東京,港区,関東,1050003,Sonia Parsons,Pemex,1058,ContactMatcher,DBOZJJ0G4M,8.608,2,0.2,3.0128
9451,関東-2021-145506,2021/06/04,20210604,神奈川,鎌倉市,関東,2488686,Joshua Lyman,JAバンク,1035,Marketing Suite - Gold,2AYQ123NHE,136.26,9,0,5.4504
9452,関東-2019-129546,2019/09/28,20190928,東京,千代田区,関東,1020081,Edward Berry,Sony,1028,OneView,NWQJX5U01C,186.15,3,0,55.845
9453,関東-2019-129546,2019/09/28,20190928,東京,千代田区,関東,1020081,Edward Berry,Sony,1028,ContactMatcher,PPFFCT1HIG,81.792,6,0.2,26.5824
9454,関東-2019-129546,2019/09/28,20190928,東京,千代田区,関東,1020081,Edward Berry,Sony,1028,Support,NHGA7Z5R0M,47.19,3,0,13.6851
9455,関東-2019-129546,2019/09/28,20190928,東京,千代田区,関東,1020081,Edward Berry,Sony,1028,Site Analytics,AW11JUOJQN,36.784,2,0.2,-8.2764
9456,関西-2020-140977,2020/06/17,20200617,滋賀,大津市,関西,5200361,Evan Ogden,Oracle,1072,Big Ol Database,6DRB9W40NH,91.475,1,0.5,-1.8295
9457,関西-2021-151855,2021/05/28,20210528,京都,長岡京市,関西,6170000,Ian Butler,関西電力,1023,Data Smasher,C27AMJQXPH,27.192,3,0.2,0.3399
9458,関西-2021-151855,2021/05/28,20210528,京都,長岡京市,関西,6170000,Ian Butler,関西電力,1023,ContactMatcher,7PJ5S3UKCT,12.06,5,0.7,-10.05
9459,関東-2018-138240,2018/10/09,20181009,東京,港区,関東,1055131,Justin Randall,北洋銀行,1099,ChatBot Plugin,F9XW44HDT6,144.6,3,0,41.934
9460,関東-2018-138240,2018/10/09,20181009,東京,港区,関東,1055131,Justin Randall,北洋銀行,1099,Site Analytics,E8F1BMV7H8,15.992,1,0.2,-2.9985
9461,関西-2018-101833,2018/11/17,20181117,大阪,大阪市,関西,5300003,Owen Scott,日本経済新聞,1071,Support,LQL8XW76AS,34.44,3,0,17.22
9462,関東-2018-100867,2018/10/19,20181019,東京,武蔵野市,関東,1808508,Kevin Rampling,ダイキン,1075,Site Analytics,VJARLLBJ54,321.552,6,0.2,20.097
9463,中部-2021-109610,2021/11/26,20211126,岐阜,岐阜市,中部,5008284,Leah Clarkson,SMBC,1068,FinanceHub,BCFZ9PQTHJ,701.96,2,0,168.4704
9464,関東-2018-156545,2018/02/28,20180228,千葉,千葉市,関東,2600023,Lucas Taylor,Coca-Cola,1021,ChatBot Plugin,BNDHJYI3TG,19.456,4,0.2,3.4048
9465,九州-2018-109127,2018/12/21,20181221,鹿児島,鹿児島市,九州,8920825,Max James,JAL,1050,FinanceHub,QYZEM319B2,17.28,6,0,7.9488
9466,関東-2020-126858,2020/11/20,20201120,神奈川,横浜市,関東,2200053,Joseph Newman,高島屋,1059,SaaS Connector Pack,9CGLPUA4NQ,31.96,2,0,1.598
9467,関西-2021-102925,2021/11/06,20211106,大阪,大阪市,関西,5300005,Alan Bailey,シーユーシー,1029,ContactMatcher,KMQRU63EI9,164.688,6,0.2,55.5822
9468,関西-2021-102925,2021/11/06,20211106,大阪,大阪市,関西,5300005,Alan Bailey,シーユーシー,1029,ContactMatcher,J4N0WGWRY6,166.5,2,0.4,-66.6
9469,関西-2021-102925,2021/11/06,20211106,大阪,大阪市,関西,5300005,Alan Bailey,シーユーシー,1029,Support,C1WIX0V8E7,12.96,2,0,6.2208
9470,関西-2021-102925,2021/11/06,20211106,大阪,大阪市,関西,5300005,Alan Bailey,シーユーシー,1029,Support,L1WO0SX9XO,110.96,2,0,53.2608
9471,関西-2021-102925,2021/11/06,20211106,大阪,大阪市,関西,5300005,Alan Bailey,シーユーシー,1029,Site Analytics,HMQTRIYO67,99.98,2,0,3.9992
9472,関西-2021-102925,2021/11/06,20211106,大阪,大阪市,関西,5300005,Alan Bailey,シーユーシー,1029,ContactMatcher,X08TUT4M35,11.424,1,0.2,3.7128
9473,関西-2021-102925,2021/11/06,20211106,大阪,大阪市,関西,5300005,Alan Bailey,シーユーシー,1029,FinanceHub,AUMY569VBC,128.124,2,0.1,24.2012
9474,関西-2021-102925,2021/11/06,20211106,大阪,大阪市,関西,5300005,Alan Bailey,シーユーシー,1029,SaaS Connector Pack,M8M4OJ5LEO,101.4,5,0,38.532
9475,九州-2019-100818,2019/05/31,20190531,長崎,長崎市,九州,8500908,Joseph Newman,高島屋,1059,FinanceHub,75GNVKAQZO,5.904,2,0.2,1.9926
9476,九州-2019-100818,2019/05/31,20190531,長崎,長崎市,九州,8500908,Joseph Newman,高島屋,1059,Support,FT6CE25321,173.488,7,0.2,54.215
9477,九州-2019-100818,2019/05/31,20190531,長崎,長崎市,九州,8500908,Joseph Newman,高島屋,1059,SaaS Connector Pack,T7TAJA04OR,51.56,2,0.6,-61.872
9478,九州-2019-100818,2019/05/31,20190531,長崎,長崎市,九州,8500908,Joseph Newman,高島屋,1059,ContactMatcher,RW5TZ6LT9G,3.564,3,0.8,-6.237
9479,九州-2018-126193,2018/09/07,20180907,長崎,壱岐市,九州,8115461,Kylie Lee,RSエナジー,1062,Storage,DF4AUAO0JM,13.16,5,0.2,4.1125
9480,九州-2018-126193,2018/09/07,20180907,長崎,壱岐市,九州,8115461,Kylie Lee,RSエナジー,1062,ContactMatcher,LG68VRYTOJ,3.828,3,0.8,-6.5076
9481,九州-2018-126193,2018/09/07,20180907,長崎,壱岐市,九州,8115461,Kylie Lee,RSエナジー,1062,ContactMatcher,HCF81Z3UER,304.99,5,0.8,-533.7325
9482,九州-2021-150504,2021/11/07,20211107,福岡,北九州市,九州,8070071,Michael Nolan,Apple,1008,Marketing Suite - Gold,VFUVH4SGW6,18.16,2,0.2,1.816
9483,中部-2019-158351,2019/06/20,20190620,愛知,名古屋市,中部,4598001,Natalie Newman,Nestle,1089,Data Smasher,8EUYZBW1M5,319.984,2,0.2,91.9954
9484,関東-2018-122679,2018/07/22,20180722,東京,千代田区,関東,1010047,Nathan Marshall,Royal Dutch Shell,1031,ChatBot Plugin,3A42S48BSP,19.68,6,0,6.4944
9485,九州-2020-164770,2020/12/03,20201203,福岡,福岡市,九州,8100001,Pippa Edmunds,みずほ,1065,Marketing Suite,SHM8ULIB3T,781.864,10,0.32,-137.976
9486,九州-2020-164770,2020/12/03,20201203,福岡,福岡市,九州,8100001,Pippa Edmunds,みずほ,1065,Support,GZDHKE6LGO,30.816,9,0.2,9.63
9487,九州-2021-130505,2021/10/13,20211013,長崎,島原市,九州,8591414,Sean Rees,エディオン,1095,ContactMatcher,7SOKXN9SL3,673.344,3,0.3,-76.9536
9488,関東-2021-125213,2021/12/12,20211212,群馬,藤岡市,関東,3750042,Jessica Langdon,りそな,1080,Storage,BOII7BI93K,6.54,3,0,2.1582
9489,中国-2019-156566,2019/10/01,20191001,岡山,岡山市,中国,7038288,Angela Davies,三越伊勢丹,1057,Site Analytics,E6M737D9S9,572.8,2,0.2,50.12
9490,中国-2020-102232,2020/08/06,20200806,鳥取,鳥取市,中国,6890526,Rose MacDonald,IBM,1015,ChatBot Plugin,J1231FA1HF,197.05,7,0,59.115
9491,関東-2021-111738,2021/01/04,20210104,東京,港区,関東,1050021,Eric Forsyth,Lukoil,1044,ContactMatcher,O583MRK5D6,2022.272,8,0.2,682.5168
9492,関東-2021-111738,2021/01/04,20210104,東京,港区,関東,1050021,Eric Forsyth,Lukoil,1044,ChatBot Plugin,3POFF2AFJQ,9.12,3,0,3.1008
9493,四国-2021-163188,2021/11/08,20211108,愛媛,松山市,四国,7918006,Jennifer Avery,ENEOS,1017,ContactMatcher,XJ7C4YNC51,38.16,9,0,19.08
9494,四国-2020-105207,2020/01/03,20200103,愛媛,松山市,四国,7918006,Benjamin Bailey,みずほ,1065,ContactMatcher,Y5GUJN34MJ,1592.85,7,0,350.427
9495,四国-2020-105207,2020/01/03,20200103,愛媛,松山市,四国,7918006,Benjamin Bailey,みずほ,1065,ContactMatcher,QTP3VD8IGT,11.88,2,0,5.346
9496,関東-2020-123610,2020/05/13,20200513,東京,世田谷区,関東,1540015,Lauren Ellison,りそな,1080,Data Smasher,F2CYYDTCD1,120,6,0,46.8
9497,関東-2020-123610,2020/05/13,20200513,東京,世田谷区,関東,1540015,Lauren Ellison,りそな,1080,OneView,8RG1DA6OPI,8.67,1,0,2.3409
9498,九州-2021-118213,2021/11/06,20211106,鹿児島,鹿屋市,九州,8930004,Anna Bower,TOTO,1030,Support,S6T6DNKRCI,4.41,1,0,2.0286
9499,九州-2021-118213,2021/11/06,20211106,鹿児島,鹿屋市,九州,8930004,Anna Bower,TOTO,1030,Support,MWWBRXB1GW,167.94,3,0,82.2906
9500,九州-2021-118213,2021/11/06,20211106,鹿児島,鹿屋市,九州,8930004,Anna Bower,TOTO,1030,Support,R2DF07FBVV,67.8,10,0,31.188
9501,関西-2020-149237,2020/05/27,20200527,三重,津市,関西,5142324,Harry Vaughan,ANA,1046,SaaS Connector Pack,OFB0C127GE,26.94,3,0,11.3148
9502,関東-2019-158589,2019/11/20,20191120,東京,港区,関東,1055114,Frank Hart,ソフトバンク,1010,SaaS Connector Pack,V4A97V50U7,32.04,3,0,8.01
9503,関西-2020-101329,2020/04/23,20200423,大阪,吹田市,関西,5640001,Faith Robertson,シーユーシー,1029,ChatBot Plugin,9A8BZZ1CBJ,32.13,9,0,8.3538
9504,関西-2020-101329,2020/04/23,20200423,大阪,吹田市,関西,5640001,Faith Robertson,シーユーシー,1029,ChatBot Plugin,C1R7XUIFCV,2.88,1,0,0.8064
9505,関西-2020-113607,2020/10/15,20201015,大阪,大阪市,関西,5300003,Diana Black,農林中央金庫,1003,Site Analytics,144E0LGY6U,1091.93,7,0,272.9825
9506,関西-2020-113607,2020/10/15,20201015,大阪,大阪市,関西,5300003,Diana Black,農林中央金庫,1003,Support,32BL6SRMVS,111.96,2,0,54.8604
9507,関東-2018-149104,2018/04/05,20180405,茨城,つくば市,関東,3050062,William Alsop,三菱商事,1067,ChatBot Plugin,O74ADQRU2R,26.7,2,0,7.476
9508,関東-2018-149104,2018/04/05,20180405,茨城,つくば市,関東,3050062,William Alsop,三菱商事,1067,ContactMatcher,KY7EV3KI8P,40.2,5,0,18.09
9509,関東-2018-149104,2018/04/05,20180405,茨城,つくば市,関東,3050062,William Alsop,三菱商事,1067,ChatBot Plugin,FWYM78FEJM,13.89,3,0,4.5837
9510,関東-2018-149104,2018/04/05,20180405,茨城,つくば市,関東,3050062,William Alsop,三菱商事,1067,Marketing Suite - Gold,R3X39W0FP6,689.82,6,0,20.6946
9511,関西-2020-105263,2020/08/07,20200807,大阪,大阪市,関西,5300043,Sebastian Sharp,大阪ガス,1024,ChatBot Plugin,UG44B36H4O,38.34,9,0,15.7194
9512,九州-2018-130575,2018/12/14,20181214,長崎,長崎市,九州,8500908,Penelope Brown,りそな銀行,1070,ContactMatcher,YGHQWPTFYV,9.264,3,0.8,-13.896
9513,九州-2021-142461,2021/05/31,20210531,福岡,北九州市,九州,8070071,Leonard Parsons,日産自動車,1009,Marketing Suite,CR1NZOFODI,204.6664,1,0.32,-6.0196
9514,関西-2020-125220,2020/10/15,20201015,三重,四日市市,関西,5100839,Harry Sharp,Valero Energy,1093,Data Smasher,8NST76V7CZ,1649.75,5,0,544.4175
9515,関西-2018-100293,2018/03/14,20180314,兵庫,神戸市,関西,6500015,Victor Gill,SMBC,1068,Support,TL5G4LWGYK,91.056,6,0.2,31.8696
9516,九州-2018-154165,2018/02/18,20180218,長崎,長崎市,九州,8500908,Molly Rees,三井住友,1042,ChatBot Plugin,RCRMTL6X0X,54.208,14,0.2,8.8088
9517,関東-2019-123939,2019/08/24,20190824,千葉,浦安市,関東,2790024,Carl Miller,Marathon Petroleum,1061,Site Analytics,02P853F12R,26.982,3,0.4,4.0473
9518,関東-2019-123939,2019/08/24,20190824,千葉,浦安市,関東,2790024,Carl Miller,Marathon Petroleum,1061,FinanceHub,CMV8WBP3WD,6.912,3,0.2,2.5056
9519,関東-2019-123939,2019/08/24,20190824,千葉,浦安市,関東,2790024,Carl Miller,Marathon Petroleum,1061,Marketing Suite - Gold,WT3Q8MSN79,435.504,3,0.2,48.9942
9520,関東-2021-104451,2021/05/09,20210509,東京,港区,関東,1055133,Alison Miller,りそな銀行,1070,OneView,L89ZEEZ9O8,81.08,4,0,22.7024
9521,関東-2020-101189,2020/02/04,20200204,東京,千代田区,関東,1010047,Gabrielle Ogden,Royal Dutch Shell,1031,Marketing Suite - Gold,PCNGR2IZ49,93.02,2,0,3.7208
9522,九州-2018-169446,2018/12/19,20181219,長崎,長崎市,九州,8500908,Michael Lewis,日本通運,1098,Site Analytics,TZDXJA1HZF,323.976,3,0.2,36.4473
9523,九州-2018-169446,2018/12/19,20181219,長崎,長崎市,九州,8500908,Michael Lewis,日本通運,1098,Support,TE1C5AT2VM,15.552,3,0.2,5.4432
9524,九州-2018-169446,2018/12/19,20181219,長崎,長崎市,九州,8500908,Michael Lewis,日本通運,1098,Marketing Suite - Gold,2I1PNHJ6OQ,32.592,3,0.2,-7.7406
9525,関東-2021-156958,2021/12/06,20211206,神奈川,横浜市,関東,2200044,Max Langdon,みずほ銀行,1054,ContactMatcher,XB1UC4WM8K,83.92,5,0.2,29.372
9526,関東-2021-156958,2021/12/06,20211206,神奈川,横浜市,関東,2200044,Max Langdon,みずほ銀行,1054,SaaS Connector Pack,GSBR66C6EI,199.9,5,0,39.98
9527,関東-2021-156958,2021/12/06,20211206,神奈川,横浜市,関東,2200044,Max Langdon,みずほ銀行,1054,Site Analytics,GV759B53Y8,31.176,3,0.2,-7.0146
9528,関東-2021-156958,2021/12/06,20211206,神奈川,横浜市,関東,2200044,Max Langdon,みずほ銀行,1054,ContactMatcher,H5CPG82SM4,172.752,6,0.2,60.4632
9529,関東-2021-156958,2021/12/06,20211206,神奈川,横浜市,関東,2200044,Max Langdon,みずほ銀行,1054,ContactMatcher,EU3HCWWWBB,9.296,2,0.2,3.0212
9530,九州-2021-101637,2021/03/25,20210325,福岡,筑後市,九州,8330037,Gordon Dyer,IBM,1015,Marketing Suite - Gold,GV11CO3U9X,12.768,2,0.2,0.9576
9531,関東-2021-111759,2021/07/09,20210709,神奈川,横浜市,関東,1100043,Trevor Jones,三越伊勢丹,1057,Support,F6GHFBCG48,52.76,2,0,24.2696
9532,九州-2021-102729,2021/10/27,20211027,福岡,北九州市,九州,8070071,Leonard Ogden,野村総合研究所,1033,Marketing Suite - Gold,44098ORUEH,55.616,2,0.2,5.5616
9533,関西-2020-116596,2020/10/28,20201028,大阪,大阪市,関西,5300044,Sonia Miller,ファイザー,1074,FinanceHub,TBBLM519U3,427.644,14,0.1,80.7772
9534,関西-2020-116596,2020/10/28,20201028,大阪,大阪市,関西,5300044,Sonia Miller,ファイザー,1074,Storage,J6FM7K4RF9,40.67,7,0,12.6077
9535,関西-2020-116596,2020/10/28,20201028,大阪,大阪市,関西,5300044,Sonia Miller,ファイザー,1074,Marketing Suite - Gold,BXCXAJAYWW,33.48,2,0,1.3392
9536,関西-2020-116596,2020/10/28,20201028,大阪,大阪市,関西,5300044,Sonia Miller,ファイザー,1074,ContactMatcher,O8MKDLL35Y,9.728,2,0.2,3.2832
9537,九州-2021-124191,2021/06/13,20210613,長崎,長崎市,九州,8500908,Anthony Clark,富士フィルム,1045,SaaS Connector Pack,DXWOVK9BQQ,8.856,3,0.6,-6.8634
9538,関東-2020-148747,2020/09/26,20200926,東京,港区,関東,1055110,Wendy Young,任天堂,1016,Marketing Suite,FN4PQ0QHLZ,477.666,2,0.15,84.294
9539,中国-2021-169488,2021/09/08,20210908,山口,山口市,中国,7530051,Irene Clark,KDDI,1022,Support,GP5NUG5LIO,16.9,5,0,7.774
9540,中国-2021-169488,2021/09/08,20210908,山口,山口市,中国,7530051,Irene Clark,KDDI,1022,Support,0RU3TN40Q2,39.96,2,0,18.7812
9541,関東-2019-135727,2019/05/11,20190511,埼玉,さいたま市,関東,3300046,Eric McLean,エクサウィザーズ,1001,FinanceHub,HFQFFL776C,191.968,7,0.2,16.7972
9542,九州-2019-135251,2019/08/06,20190806,福岡,福岡市,九州,8100001,Justin Scott,Nestle,1089,FinanceHub,NPMGY9OE1W,35.52,3,0.2,13.32
9543,九州-2019-135251,2019/08/06,20190806,福岡,福岡市,九州,8100001,Justin Scott,Nestle,1089,ContactMatcher,FUVMR6W59N,6.23,5,0.8,-9.6565
9544,九州-2019-135251,2019/08/06,20190806,福岡,福岡市,九州,8100001,Justin Scott,Nestle,1089,Support,QGIKYRZDYW,56.704,2,0.2,19.1376
9545,九州-2019-135251,2019/08/06,20190806,福岡,福岡市,九州,8100001,Justin Scott,Nestle,1089,Marketing Suite,JTV2L9YCXN,369.1992,3,0.32,-114.0174
9546,九州-2018-166590,2018/10/29,20181029,鹿児島,指宿市,九州,8910603,Zoe Edmunds,イオン銀行,1012,Data Smasher,UI6RVT49SV,1.98,2,0,0.891
9547,九州-2018-166590,2018/10/29,20181029,鹿児島,指宿市,九州,8910603,Zoe Edmunds,イオン銀行,1012,Support,I0AP443V0S,75.88,2,0,35.6636
9548,中部-2020-131744,2020/06/19,20200619,愛知,名古屋市,中部,4598001,Julia Ellison,日本包材株式会社,1088,Support,C2SNCHH7M7,6.848,2,0.2,2.14
9549,中部-2020-131744,2020/06/19,20200619,愛知,名古屋市,中部,4598001,Julia Ellison,日本包材株式会社,1088,ContactMatcher,K4QUPW6R2C,4.626,2,0.7,-3.855
9550,中部-2020-131744,2020/06/19,20200619,愛知,名古屋市,中部,4598001,Julia Ellison,日本包材株式会社,1088,OneView,OCJ9GMW0G8,453.6,3,0.2,90.72
9551,関東-2019-160864,2019/05/03,20190503,東京,中央区,関東,1030002,David Murray,IBM,1015,ContactMatcher,EG1X1ETT88,13.848,3,0.2,5.193
9552,中部-2019-147690,2019/11/10,20191110,愛知,名古屋市,中部,4598001,Grace Bell,大阪ガス,1024,Marketing Suite - Gold,G01R4JTG5F,577.584,6,0.2,43.3188
9553,四国-2019-163923,2019/05/30,20190530,香川,高松市,四国,7618073,Phil Turner,十八親和銀行,1100,Data Smasher,227MF8N52T,151.96,4,0,36.4704
9554,関西-2020-125724,2020/09/23,20200923,奈良,桜井市,関西,6330006,Steven Henderson,Sony,1028,SaaS Connector Pack,X8NNPC9G88,68.432,7,0.2,8.554
9555,関東-2019-111612,2019/11/28,20191128,千葉,千葉市,関東,2600012,Jennifer Watson,ジョンソン・エンド・ジョンソン,1073,SaaS Connector Pack,85SLN6DRK5,71.12,5,0.2,9.779
9556,関東-2019-111612,2019/11/28,20191128,千葉,千葉市,関東,2600012,Jennifer Watson,ジョンソン・エンド・ジョンソン,1073,Storage,PH27EC1KQR,3.008,2,0.2,0.564
9557,中部-2019-156853,2019/12/03,20191203,静岡,浜松市,中部,4312202,Emily Morrison,ファイザー,1074,Support,OHL6Z8W81C,184.66,7,0,84.9436
9558,九州-2018-103086,2018/10/17,20181017,福岡,福岡市,九州,8100001,Joe Skinner,Sony,1028,SaaS Connector Pack,1F0NWENMUK,5.312,2,0.6,-1.5936
9559,関東-2020-129280,2020/05/04,20200504,千葉,市原市,関東,2900025,Chloe Vance,三菱UFJ,1040,Data Smasher,DYXMU8PBCJ,132.52,5,0.2,34.7865
9560,関東-2020-129280,2020/05/04,20200504,千葉,市原市,関東,2900025,Chloe Vance,三菱UFJ,1040,Marketing Suite - Gold,215N05SV51,195.64,5,0.2,-44.019
9561,関東-2020-129280,2020/05/04,20200504,千葉,市原市,関東,2900025,Chloe Vance,三菱UFJ,1040,SaaS Connector Pack,39S91LC7IV,51.968,2,0.2,10.3936
9562,関東-2020-129280,2020/05/04,20200504,千葉,市原市,関東,2900025,Chloe Vance,三菱UFJ,1040,Data Smasher,YH01Y55R1B,431.976,3,0.2,-75.5958
9563,関東-2020-129280,2020/05/04,20200504,千葉,市原市,関東,2900025,Chloe Vance,三菱UFJ,1040,Big Ol Database,I2H6QAVDRU,224.937,3,0.7,-164.9538
9564,関東-2020-129280,2020/05/04,20200504,千葉,市原市,関東,2900025,Chloe Vance,三菱UFJ,1040,FinanceHub,ODPYI07XXV,6,2,0.2,2.1
9565,関東-2019-161242,2019/06/01,20190601,東京,千代田区,関東,1020081,Edward Mathis,TOTO,1030,Support,NPKB0PAA3Y,11.76,2,0,5.7624
9566,関西-2018-130428,2018/03/31,20180331,兵庫,伊丹市,関西,6640001,Natalie Nash,伊藤忠,1032,FinanceHub,VHUK7DJMVN,1125.488,7,0.2,98.4802
9567,関西-2018-130428,2018/03/31,20180331,兵庫,伊丹市,関西,6640001,Natalie Nash,伊藤忠,1032,ContactMatcher,URZD6OJTJO,12.645,5,0.7,-10.116
9568,関西-2018-130428,2018/03/31,20180331,兵庫,伊丹市,関西,6640001,Natalie Nash,伊藤忠,1032,ChatBot Plugin,GL7BD2D27S,4.032,2,0.2,1.0584
9569,中部-2021-104388,2021/07/06,20210706,山梨,甲府,中部,4000828,Elizabeth Young,リンレイ,1077,Site Analytics,6UA5TL96IA,79.96,4,0,22.3888
9570,関東-2019-113131,2019/09/24,20190924,千葉,千葉市,関東,2600002,Tracey Knox,出光興産,1027,ContactMatcher,P3RFSSUWL3,6.732,6,0.7,-4.488
9571,関東-2019-113131,2019/09/24,20190924,千葉,千葉市,関東,2600002,Tracey Knox,出光興産,1027,Marketing Suite - Gold,LSR2V3CNCW,33.568,2,0.2,1.6784
9572,関東-2019-113131,2019/09/24,20190924,千葉,千葉市,関東,2600002,Tracey Knox,出光興産,1027,SaaS Connector Pack - Gold,1ULNES4DZS,15.84,2,0.2,5.544
9573,関東-2019-113131,2019/09/24,20190924,千葉,千葉市,関東,2600002,Tracey Knox,出光興産,1027,FinanceHub,PEYJMJISDE,24.424,1,0.2,7.9378
9574,関東-2019-113131,2019/09/24,20190924,千葉,千葉市,関東,2600002,Tracey Knox,出光興産,1027,ChatBot Plugin,URM3OSS0QW,17.12,5,0.2,1.926
